Fp1,Fp2,F3,F4,C3,C4
-2.14821,-0.28116,1.51451,2.21097,0.76375,0.42268
-2.13758,-0.19655,1.64066,2.33036,0.93090,0.23260
-2.09447,-0.14303,2.06898,2.23119,0.80379,0.47853
-2.24561,-0.00581,2.04614,2.30050,0.71719,0.23649
-2.01557,-0.38436,1.79127,1.99741,0.56340,-0.17598
-2.19280,-0.09086,2.06681,1.68853,0.29295,-0.03151
-1.80297,0.04525,2.24310,1.77503,0.50809,0.26924
-1.69550,0.25995,2.44958,1.90513,0.74293,0.14695
-1.52977,0.33764,2.32523,1.98595,0.74401,-0.00663
-1.69147,0.36342,2.03694,1.86469,0.42075,-0.20983
-1.68655,0.19657,2.01803,1.73208,0.11811,-0.35085
-1.31528,0.56278,2.32463,1.74650,0.50930,-0.42900
-1.00064,0.99068,2.43630,2.10467,0.53405,-0.35150
-1.07002,0.79455,2.50306,2.16046,0.38357,-0.28421
-1.47932,0.81410,2.15064,1.90232,0.04310,-0.64526
-1.58753,0.70441,2.03696,1.78112,-0.21608,-0.94849
-1.18129,0.57661,2.16060,2.08819,-0.19456,-1.09625
-1.14567,0.99366,2.52544,1.88682,-0.16901,-1.11691
-1.09966,1.20264,2.44211,2.17813,-0.26102,-1.06606
-0.99563,1.00398,2.26630,1.90170,-0.57008,-1.29059
-1.09119,1.04880,2.36445,1.56270,-0.87870,-1.46471
-1.17507,1.08207,2.42409,1.60389,-0.81177,-1.68015
-1.10821,1.26983,2.64707,1.86201,-0.91101,-1.65220
-0.77873,1.31144,2.72669,1.61040,-0.72329,-1.74084
-0.80298,1.60452,2.47692,1.65630,-0.83504,-1.91901
-0.74940,1.28596,2.53761,1.71635,-1.22943,-1.86491
-0.59669,1.43806,2.64535,1.35915,-1.27784,-1.88915
-0.72634,1.76008,2.57084,1.61447,-1.06572,-1.99643
-0.54964,1.80603,2.82362,1.54880,-1.35283,-1.98105
-0.67958,1.87841,2.61404,1.29589,-1.47848,-2.26642
-0.62372,2.00237,2.69640,1.16609,-1.98760,-2.26424
-0.52888,2.04914,2.96170,1.10266,-1.70875,-2.38434
-0.27565,2.51055,3.08115,1.18715,-1.78186,-2.19348
0.01671,2.66353,3.33876,1.13312,-1.89644,-1.98423
-0.00682,2.84197,3.17017,0.68674,-2.02198,-1.83642
-0.03530,2.40679,2.99825,0.52600,-2.03946,-2.18051
0.50878,2.81340,2.76527,0.25884,-1.87416,-2.06342
0.64894,2.85706,3.04218,0.60109,-1.84950,-2.03672
1.01637,3.29901,3.11893,0.53772,-1.65880,-1.66377
1.19307,3.27385,2.87651,0.66683,-1.95546,-2.04582
0.82872,2.87049,2.43369,0.31846,-2.16953,-2.17451
1.04226,2.79836,2.08035,0.15858,-2.03954,-2.19893
1.11009,2.94150,2.29972,0.07984,-2.25771,-2.20510
1.66770,3.02712,2.30600,0.00504,-1.80172,-2.08063
1.72334,3.10747,2.39536,-0.29841,-1.85451,-1.96630
1.53691,3.10770,2.16266,-0.74000,-2.25873,-2.04148
1.43413,3.10916,1.85255,-0.89358,-2.03604,-1.97420
1.86926,3.28093,1.75778,-0.73701,-2.25773,-1.92287
1.92983,3.05240,1.65717,-0.95007,-2.07339,-1.89699
2.03024,3.27362,1.64057,-1.02305,-1.75059,-1.73006
2.10917,3.07805,1.23577,-1.06075,-1.81089,-1.95005
2.20502,2.72271,1.31292,-1.20704,-1.78757,-1.87252
2.28193,2.87816,1.23966,-1.01783,-1.73302,-1.64386
2.47250,2.73558,1.25443,-1.21615,-1.70917,-1.86742
2.29775,2.69174,1.01893,-1.26965,-1.90085,-1.85182
2.19595,2.54403,0.88169,-1.45929,-2.02015,-1.94917
2.22438,2.45961,0.71649,-1.77588,-1.93791,-1.91914
2.38968,2.37435,0.79056,-1.58902,-1.88658,-1.66339
2.59268,2.60681,1.04721,-1.30298,-1.84869,-1.54482
2.39080,2.69007,1.00540,-1.39593,-1.52758,-1.68920
2.31730,2.55954,0.81398,-1.50321,-1.96154,-1.73056
2.36535,2.50498,0.26883,-1.93572,-1.97296,-1.79268
2.43269,2.28155,0.58835,-1.63727,-1.85695,-1.51138
2.72637,2.57985,0.54743,-1.38100,-1.51001,-1.49795
2.81416,2.74174,0.45765,-1.11766,-1.51189,-1.35668
2.72017,2.11996,0.19202,-1.27863,-1.76338,-1.65871
2.43136,1.84899,0.02215,-1.66720,-1.71320,-1.90465
2.51100,2.12363,-0.23554,-1.64235,-1.87793,-1.77936
2.57553,2.14212,0.19189,-1.23967,-1.89858,-1.74228
2.78576,2.26490,0.26191,-1.27846,-1.58283,-1.40204
2.64784,1.88417,0.05511,-1.76051,-1.83744,-1.38034
2.31196,1.79176,-0.18839,-1.77218,-1.90303,-1.47741
2.59273,1.66855,-0.31202,-1.86601,-1.86709,-1.31592
2.79072,1.77458,-0.28652,-1.84173,-1.77583,-1.18424
2.66887,1.99293,-0.10097,-1.57226,-1.79118,-1.12580
2.54378,1.78719,-0.34097,-1.71446,-1.83285,-1.11495
2.72331,1.50412,-0.62186,-1.87233,-1.87409,-1.08757
2.49448,1.62596,-0.87183,-2.00872,-1.48709,-1.02199
2.89898,1.80997,-0.82687,-2.06833,-1.60081,-0.83271
2.84002,1.65990,-0.59259,-1.86849,-1.32739,-0.53224
2.50129,1.61036,-0.69186,-2.07762,-1.47648,-0.67991
2.51665,1.16321,-1.15961,-2.24344,-1.51883,-0.67880
2.27616,1.06156,-1.09954,-2.48556,-1.41350,-0.33501
2.80034,1.23282,-0.87195,-2.22124,-1.26688,-0.04788
2.96071,1.27861,-0.93557,-2.34600,-0.84539,0.34653
2.66335,1.52745,-0.92768,-2.45217,-0.92525,0.49490
2.61474,1.06897,-1.36406,-2.66570,-0.85984,0.22744
2.78734,0.88676,-1.44137,-2.78305,-0.64754,0.55737
2.97938,1.08410,-1.54730,-2.51313,-0.10513,0.77330
3.09579,1.02972,-1.65079,-1.99709,0.07966,0.85160
2.85369,0.92746,-1.86781,-2.10208,-0.07957,0.89266
2.55357,0.45147,-1.96065,-2.44848,-0.03022,0.82265
2.55701,0.08849,-2.12871,-2.32958,-0.13622,0.80249
2.37563,0.09229,-2.18611,-2.42022,0.07738,0.84881
2.59872,0.27810,-2.29837,-2.04699,0.51878,0.89507
2.65540,0.05273,-2.28303,-2.22503,0.55811,1.08831
2.12958,-0.40168,-2.55696,-2.34318,0.20902,0.83953
2.04734,-0.57104,-2.71165,-2.07799,0.48266,1.04704
2.15350,-0.46386,-2.50080,-2.11935,0.53088,1.10852
2.15486,-0.69989,-2.46320,-2.12978,0.75614,1.49915
1.96109,-0.80230,-2.75021,-1.70592,0.91903,1.34618
1.90778,-1.10893,-2.77278,-1.75697,1.02796,1.18436
1.39929,-1.06464,-2.82956,-1.86206,0.64884,1.33032
1.55156,-1.11446,-2.93511,-1.62667,1.01444,1.45626
1.37846,-1.45292,-2.50320,-1.29414,1.07761,1.30728
1.35932,-1.39168,-2.64723,-1.37568,0.94546,1.60050
0.99239,-1.94014,-2.89237,-1.49429,0.89962,1.31119
0.76686,-1.96621,-2.66727,-1.61084,0.83500,1.37874
0.51431,-1.97644,-2.41480,-1.27169,0.87800,1.59315
0.49419,-1.56144,-2.36867,-0.92359,1.13870,1.81633
0.69321,-1.42715,-2.31671,-1.01583,1.27706,1.81746
0.16231,-1.78890,-2.12834,-1.06557,1.30653,1.54560
-0.02128,-1.94135,-2.25906,-1.09843,1.22282,1.42625
0.12731,-1.91041,-2.33785,-0.76923,1.35199,1.77614
0.25137,-1.83694,-2.28694,-0.61260,1.76779,2.08604
0.22809,-1.53668,-2.01751,-0.26753,1.93387,2.12743
0.06445,-1.94038,-2.20487,-0.18043,1.66616,1.97890
-0.11994,-2.04667,-2.57535,-0.42008,1.38244,1.73988
-0.22511,-2.38950,-2.30627,-0.40744,1.43654,1.52978
-0.13055,-2.33184,-2.25136,-0.07300,1.62513,1.66085
-0.28203,-1.98524,-1.79115,-0.04186,1.66749,2.18523
-0.50875,-1.95862,-1.91263,-0.05040,1.45487,2.21282
-0.66199,-2.12783,-2.11013,0.01448,1.47844,1.80830
-0.53584,-2.48723,-2.16925,-0.20719,1.57514,2.20633
-0.46702,-2.28086,-1.83161,-0.15080,1.79445,2.14695
-0.62888,-2.22875,-1.95592,-0.02370,1.77103,2.31606
-0.56461,-2.19372,-1.92032,0.05940,1.85812,2.34535
-0.89700,-2.22587,-2.00280,-0.03441,1.68444,2.43454
-0.68367,-2.45335,-2.20751,0.18865,1.86568,2.52738
-1.05800,-2.45929,-1.77637,0.20937,2.23024,2.40150
-0.78927,-2.57747,-1.81835,0.53770,2.12584,2.63949
-1.28922,-2.63365,-1.78306,0.10869,2.07968,2.55429
-1.38964,-2.85680,-2.10321,0.30726,2.08765,2.34484
-1.37510,-2.84413,-1.69043,0.13692,1.84828,2.39764
-1.32293,-2.43231,-1.73735,0.28017,2.28961,2.68231
-1.35642,-2.48152,-1.43307,0.44434,2.38268,2.63426
-1.29775,-2.65907,-1.47938,0.50680,2.55538,2.83774
-1.65091,-2.55380,-1.73902,0.32938,2.37626,2.57804
-1.86243,-2.86926,-1.76390,0.29527,2.56054,2.51503
-1.76198,-2.59816,-1.30534,0.66640,2.59614,2.57524
-1.75757,-2.55246,-1.18012,0.98748,2.81526,2.68844
-1.58378,-2.64742,-1.09012,1.33815,2.71273,2.57018
-1.89262,-2.82840,-1.48374,1.14373,2.42182,2.26154
-2.29474,-3.24761,-1.46611,1.13641,2.53966,1.81898
-2.25066,-2.89013,-1.55721,1.26663,2.30260,1.75495
-2.40824,-3.04477,-0.89400,1.76788,2.51537,1.83360
-2.50478,-2.93841,-0.99554,1.65594,2.31555,1.70304
-2.43321,-2.93352,-0.69143,1.66282,1.97396,1.56448
-2.88058,-2.89742,-1.02273,1.59724,2.12283,1.26963
-2.82063,-3.02583,-0.59830,1.64992,1.72980,1.36377
-2.72151,-2.78226,-0.26825,1.98338,1.95679,1.21307
-2.76748,-2.45249,-0.41346,2.10785,1.80504,1.31683
-3.02655,-2.64626,-0.18304,1.91187,1.81399,1.27248
-3.14107,-2.52293,-0.25578,1.97118,1.43747,1.01664
-3.25252,-2.45203,-0.03595,2.22462,1.58554,0.83129
-3.06076,-2.40834,0.21738,2.51660,1.43198,0.81547
-3.11763,-2.20080,0.22845,2.50605,1.38738,0.92305
-3.26562,-2.44541,0.20006,2.03027,1.32724,0.65659
-3.39730,-2.25776,0.19005,1.94762,0.89919,0.44145
-3.46676,-2.19625,0.63745,2.12713,0.97839,0.54933
-3.25073,-1.75425,1.13924,2.08724,0.97304,0.67278
-3.12017,-1.46225,1.41631,2.22285,1.11957,0.88966
-3.10407,-1.68267,1.18562,2.33927,0.88554,0.73501
-3.05428,-1.70648,0.92916,1.88471,0.67147,0.37105
-3.31172,-1.35237,0.95939,2.08178,0.61136,0.45460
-2.79345,-1.18812,1.46193,2.23880,0.75219,0.58234
-2.49783,-0.97102,1.51914,2.64430,1.01550,0.71692
-2.42792,-0.70728,1.51555,2.44442,0.94052,0.39419
-2.74134,-1.13770,1.31791,2.09501,0.40094,0.10413
-2.61535,-1.13808,1.14186,2.09895,0.60644,-0.24303
-2.62530,-0.63188,1.30749,2.23028,0.39079,0.03718
-2.20970,-0.58826,1.71031,2.07095,0.61341,-0.12793
-2.52319,-0.40692,1.50557,2.15864,0.37291,0.11357
-2.62429,-0.63687,1.45832,1.79859,0.28598,-0.11388
-2.52798,-0.55983,1.42787,1.60945,0.10140,-0.33003
-2.20955,-0.52534,1.49936,1.71697,-0.03723,-0.36725
-2.16662,-0.24487,1.55515,1.58945,0.11321,-0.39787
-2.19213,-0.09812,1.43308,1.66245,0.38893,-0.37377
-2.24367,-0.13693,1.38666,1.66814,0.01664,-0.36351
-2.13465,-0.31181,1.32292,1.34408,-0.21092,-0.51217
-1.97498,-0.24865,1.69080,1.59354,-0.10901,-0.55117
-1.79501,-0.20825,1.58784,1.66384,0.14206,-0.89112
-1.79223,0.13196,1.84593,1.70208,0.01682,-0.73678
-2.26909,0.00623,1.62825,1.21984,-0.62632,-1.09197
-1.99795,-0.13694,1.80101,1.13001,-0.44326,-1.39028
-2.15736,0.09743,1.93495,1.41110,-0.67372,-1.29617
-1.85393,0.59811,2.12141,1.18474,-0.39640,-1.29091
-1.82653,0.51282,2.20509,1.40978,-0.36636,-1.04085
-1.79380,0.36942,2.17172,1.13235,-0.89582,-1.40947
-1.83669,0.56117,2.09851,0.90082,-0.96999,-1.70560
-1.82044,0.59124,2.06298,1.34174,-1.00235,-1.77230
-1.25660,1.07595,2.41023,1.29679,-0.82999,-1.71696
-1.31818,1.19403,2.26652,1.40785,-0.66215,-1.79560
-1.21076,0.97954,2.09730,1.34723,-1.18464,-2.25324
-1.33265,0.82601,1.87775,1.05984,-1.25344,-2.35331
-1.32805,0.89844,1.97231,1.11264,-1.68128,-2.69900
-1.07692,1.20968,2.27974,1.30714,-1.56085,-2.49033
-1.07037,1.51261,2.39439,1.50554,-1.57374,-2.56541
-1.07644,1.30292,2.27823,0.96537,-1.98954,-2.33094
-1.10799,1.52040,2.23052,0.97069,-2.16720,-2.59442
-0.86903,1.37168,2.37810,0.58383,-2.13478,-2.87464
-0.59988,1.75363,2.36493,0.59773,-1.96800,-2.51166
-0.56731,2.03064,2.39444,0.84324,-2.21379,-2.42283
-0.44004,2.12535,2.38462,0.41173,-2.19909,-2.74532
-0.51778,1.95472,2.06821,0.42519,-2.19331,-2.73334
-0.20990,2.01560,2.24285,0.35791,-2.42032,-2.70583
0.07327,2.15767,2.20952,0.54675,-2.28299,-2.60678
-0.03926,2.08819,2.54403,0.43376,-2.25627,-2.43372
0.27307,2.38973,2.38268,0.12096,-2.46817,-2.55326
-0.07455,2.08990,2.06087,-0.32442,-2.73003,-2.66461
0.36705,2.16865,2.08966,-0.42932,-2.63036,-2.42561
0.58860,2.43471,2.30130,-0.30716,-2.66060,-2.30954
0.67624,2.94878,2.34072,-0.30521,-2.39444,-2.31526
0.72850,2.80957,2.31874,-0.88973,-2.50421,-2.11453
0.75538,2.72136,2.04550,-1.14953,-2.59504,-2.21772
0.87731,2.66016,1.76134,-0.99944,-2.33920,-2.44115
1.21828,2.83279,1.76005,-0.88901,-2.11632,-1.88126
1.52005,3.15596,1.73194,-0.58885,-1.93249,-1.96899
1.78105,2.95929,1.53138,-0.95118,-2.11473,-2.10015
1.56084,2.55380,1.41094,-1.00363,-2.13994,-2.20030
1.59119,2.70758,0.96381,-1.13566,-2.35710,-2.18253
1.79833,2.53350,0.87956,-1.47381,-2.09855,-2.19306
2.16396,2.61702,1.14088,-1.01859,-2.15226,-2.01687
2.22071,2.77963,1.05616,-1.34795,-2.19984,-2.24759
2.10043,2.59593,0.84561,-1.56912,-2.30160,-2.30377
1.95495,2.28361,0.79927,-1.69922,-2.40926,-2.07222
2.16592,2.38215,0.42274,-1.65761,-2.28937,-1.96262
2.32143,2.59763,0.74765,-1.49186,-1.88013,-1.79601
2.39022,2.44381,0.43752,-1.40584,-1.85048,-1.89695
2.27803,2.26422,0.27405,-1.80491,-2.17710,-2.20474
2.20387,2.27316,0.06236,-1.71989,-2.30142,-2.16564
2.27605,1.99588,0.33613,-1.63016,-2.08688,-2.22596
2.41198,2.05258,0.40758,-1.54188,-2.03242,-1.78133
2.43893,2.12411,0.20045,-1.68463,-2.10493,-1.74421
2.18089,1.70470,0.07113,-2.02198,-2.18569,-1.92452
1.96389,1.67451,-0.14966,-2.14428,-2.09826,-1.99027
1.90082,1.85287,0.26567,-1.98292,-2.05692,-2.04776
2.31020,2.08614,0.29834,-1.79190,-1.98117,-1.68694
2.34892,1.94981,0.35320,-1.91665,-1.79624,-1.61269
2.28257,2.08780,0.26468,-1.72606,-2.09602,-1.63898
2.18078,1.97574,-0.27445,-2.11964,-1.98107,-1.45882
2.13198,2.00252,-0.16715,-2.11505,-1.77719,-1.49627
2.72741,2.21986,0.10154,-1.56529,-1.48468,-1.09020
2.97004,2.11570,0.10205,-1.64994,-1.40286,-1.25440
2.70372,2.10744,-0.38156,-1.64490,-1.43429,-1.31771
2.32938,1.52235,-0.70507,-2.00401,-1.90197,-1.47706
2.40610,1.66355,-0.43087,-1.95549,-1.68169,-1.46495
2.62461,1.84955,-0.61994,-1.72601,-1.76199,-1.04329
2.95383,2.02809,-0.54898,-1.79239,-1.43103,-0.72296
2.95699,1.56061,-0.65665,-1.96496,-1.49389,-0.71267
2.48638,1.38614,-0.91123,-2.29346,-1.71129,-0.88856
2.69595,1.30294,-0.86110,-2.05627,-1.52039,-0.44569
2.77477,1.77072,-0.76626,-2.22939,-1.03474,-0.22931
3.18641,1.81764,-1.02600,-2.24973,-1.13825,-0.16102
3.06907,1.50688,-1.04793,-2.21705,-1.01849,-0.10554
3.05908,1.42543,-1.09506,-2.07157,-0.67643,-0.11511
2.86912,0.92669,-1.37879,-2.41574,-0.68163,0.07981
2.98051,1.28686,-1.43717,-2.02051,-0.61320,0.49379
2.81649,0.94264,-1.43085,-2.04992,-0.21978,0.79076
2.66893,0.88313,-1.68335,-2.13180,-0.42612,0.74281
2.65413,0.67208,-1.59019,-2.59970,-0.51050,0.51908
2.41338,0.41608,-1.78135,-2.39076,-0.13745,0.52077
2.50631,0.42670,-1.79004,-2.45205,-0.09755,0.90994
2.69106,0.56979,-1.63483,-2.26137,0.23937,1.22556
2.80468,0.61520,-1.60251,-2.14872,0.47147,1.39987
2.31348,0.05570,-1.76308,-2.14849,0.58199,1.44394
2.58575,0.24713,-1.96459,-2.12932,0.67862,1.45452
2.38435,0.16726,-2.21004,-1.90332,0.75286,1.63946
2.60498,0.21908,-2.19015,-1.68870,1.28492,1.58763
2.46118,-0.11993,-2.16959,-1.52434,1.29542,1.78478
2.42685,-0.29128,-2.31512,-1.52562,1.15451,1.48664
1.92841,-0.69890,-2.47247,-1.38998,0.94069,1.34209
1.78681,-0.80179,-2.39109,-1.55215,1.14940,1.56712
1.81347,-0.85154,-2.39300,-1.18606,1.35559,1.67384
1.84148,-0.59343,-2.20450,-1.17222,1.51150,1.63613
1.59276,-1.13051,-2.15136,-1.03049,1.28040,1.49206
1.37288,-1.15954,-2.32636,-1.02626,1.39805,1.37463
1.11186,-1.26127,-2.21229,-1.13177,1.38009,1.48822
1.28973,-1.10646,-2.02209,-0.90305,1.51419,1.96919
1.24823,-1.27701,-2.25505,-0.77067,1.43846,2.13147
1.15644,-1.43433,-2.40088,-0.47573,1.57367,1.76490
0.85358,-1.61169,-2.36790,-0.62774,1.43273,1.70964
0.65748,-1.54141,-2.34544,-0.29533,1.49590,1.99565
0.83875,-1.71661,-1.99987,-0.33042,1.75161,1.84770
0.46044,-1.48678,-1.90315,-0.12602,1.60286,2.25655
0.27276,-1.89739,-2.10423,-0.31895,1.42868,2.20603
0.08694,-2.04903,-1.81924,-0.21391,1.42469,1.78061
0.09717,-1.90733,-1.97203,-0.06046,1.59180,2.02220
0.05271,-1.66176,-1.48406,0.11902,1.97506,2.63799
0.21979,-1.29451,-1.37510,0.28971,1.89223,2.69825
0.05103,-1.64188,-1.55773,0.27163,2.06995,2.64158
-0.24606,-1.75763,-1.53511,0.10549,2.07893,2.37818
-0.24187,-1.57879,-1.60209,-0.08250,2.06782,2.49064
-0.03852,-1.61369,-1.46931,0.36402,2.27604,2.81253
0.35838,-1.24911,-1.10620,0.85939,2.72864,3.18782
0.24961,-1.67624,-1.40227,0.78668,2.71285,2.81148
-0.37414,-1.84312,-1.45369,0.48307,2.42813,2.54371
-0.36406,-2.12169,-1.56331,0.51062,2.12102,2.70941
-0.45830,-1.88709,-1.35174,0.61357,2.50663,2.58552
-0.21371,-1.78240,-1.35309,0.78858,2.50346,2.80292
-0.32551,-1.77010,-1.19727,0.96577,2.78036,2.76155
-0.68168,-2.11757,-1.52662,0.55396,2.36867,2.71167
-0.88220,-2.04712,-1.57815,0.71979,2.40963,2.97043
-0.70961,-1.93777,-1.51856,0.71481,2.75040,2.78684
-0.55764,-1.88602,-1.13956,1.04420,2.98210,3.24773
-0.87088,-2.07883,-1.16632,0.82486,2.86674,3.17148
-0.88084,-2.06419,-1.46383,1.04806,2.66792,2.90424
-0.96369,-2.44435,-1.26585,1.02158,2.65975,2.89345
-0.94768,-2.51913,-1.35309,1.26336,3.08611,2.71129
-1.20370,-2.31215,-1.01325,1.21313,2.93693,2.89524
-1.15868,-2.41926,-1.22188,1.52156,2.90145,2.56636
-1.50007,-2.74681,-1.11215,1.44823,2.63057,2.55784
-2.00745,-2.87583,-1.26975,1.43177,2.77199,2.51747
-1.75547,-2.39642,-0.59807,1.28758,2.63401,2.44002
-1.70240,-2.42709,-0.36882,1.61861,3.06381,2.61454
-1.86098,-2.11636,-0.45588,1.84281,2.74326,2.58945
-2.11265,-2.38810,-0.41433,1.77653,2.84154,2.49382
-2.25667,-2.52303,-0.59668,1.58278,2.43262,1.92250
-2.09882,-2.38089,-0.51068,2.08054,2.67333,1.98056
-1.98011,-2.26379,-0.01873,2.21506,2.94132,2.08651
-2.25854,-2.13367,0.10903,2.37618,2.81991,2.22137
-2.34691,-2.38605,0.08612,2.56201,2.52692,1.62158
-2.53965,-2.61250,-0.18648,2.55433,2.15447,1.48300
-2.73262,-2.45540,-0.10740,2.40142,2.01575,1.17280
-2.47967,-2.19815,0.10349,2.76391,2.05503,1.50579
-2.43472,-1.93968,0.49968,2.67421,1.87222,1.43650
-2.88413,-1.85834,0.61338,2.60452,1.65694,1.26194
-2.98135,-1.97728,0.75855,2.43136,1.62061,1.12280
-2.85984,-2.00837,0.85450,2.52062,1.34996,1.02627
-2.74494,-1.79546,1.04874,2.61325,1.36190,1.06938
-2.71068,-1.60380,0.89273,2.86588,1.61319,1.01630
-2.72191,-1.49592,1.03024,2.60679,1.32504,0.78920
-2.93003,-1.36228,1.03090,2.43933,1.35400,0.70429
-2.81835,-1.40234,1.17370,2.69691,0.91328,0.45754
-2.56002,-1.21829,1.21873,2.48666,1.28149,0.69763
-2.64440,-1.17697,1.31202,2.46530,1.24300,0.73082
-2.59155,-1.25880,1.40453,2.52736,0.64022,0.33875
-3.11576,-1.35473,1.22410,2.04363,0.47667,0.14821
-2.75295,-1.22560,1.38535,2.03525,0.55648,0.33853
-2.71966,-0.69234,1.86851,2.31461,0.49201,0.31801
-2.42593,-0.47952,1.84429,2.37139,0.85776,0.54715
-2.42500,-0.49588,2.06040,2.02070,0.50740,0.52473
-2.38081,-0.33351,1.80828,1.83294,0.47296,0.15526
-2.33582,-0.26833,1.78740,1.86354,0.56370,0.21519
-2.28447,-0.16766,1.86174,2.07771,0.45936,0.11191
-2.02564,0.12215,1.73627,2.09735,0.92432,0.16276
-1.99046,0.21211,1.85781,1.97389,0.84647,0.09801
-2.20449,-0.32758,1.78246,2.02779,0.54164,-0.17073
-2.14330,-0.35858,1.25140,1.79546,0.16465,-0.67489
-2.17690,0.04670,1.68000,1.78736,0.13144,-0.70130
-1.77540,0.06621,1.68780,1.68441,0.38008,-0.46438
-1.88018,0.02501,1.66454,1.56789,0.26615,-0.54281
-2.12233,0.04575,1.88953,1.50092,0.01092,-0.96235
-2.06850,-0.12810,1.42302,1.48116,-0.27789,-1.10597
-2.07776,0.27987,1.78530,1.38184,-0.39633,-1.23499
-1.79164,0.45708,1.80044,1.25907,-0.26764,-1.24436
-1.62656,0.37641,1.83551,1.45712,-0.36801,-1.22145
-1.88419,0.35163,1.62024,1.49659,-0.57026,-1.62387
-1.84183,0.21170,1.68552,1.38367,-0.56752,-1.83846
-1.64301,0.07433,1.60194,1.32049,-0.69713,-1.94096
-1.44444,0.26327,1.76308,1.36017,-0.82083,-1.71199
-1.58181,0.60736,1.75179,1.24354,-1.02387,-1.87126
-1.94968,0.52661,1.89473,1.02186,-1.52808,-2.12478
-1.76282,0.33808,2.03730,0.89741,-1.38649,-2.39223
-1.73799,0.54238,1.89957,1.04256,-1.59839,-2.45378
-1.54192,1.04500,2.16635,0.95150,-1.49051,-2.06218
-1.42518,0.99163,2.59054,1.00478,-1.68417,-2.04064
-1.41854,1.04083,2.13239,0.87063,-1.82497,-2.54366
-1.70428,0.86069,2.32160,0.73107,-1.88734,-2.49371
-1.46814,1.34361,2.13661,0.42778,-1.95987,-2.69983
-1.08191,1.48929,2.35153,0.87822,-1.76118,-2.30815
-0.86123,1.91145,2.50710,0.91768,-1.93116,-2.62853
-0.90309,1.66434,2.40211,0.66297,-2.00181,-2.84150
-0.83628,1.55656,2.07329,0.56403,-2.28112,-2.81789
-0.88700,1.35031,2.06188,0.34090,-2.65213,-3.25298
-0.37207,1.93431,2.25500,0.49295,-2.39947,-2.82701
-0.41896,2.07093,2.10181,0.38049,-2.66297,-2.79143
-0.11641,2.11407,2.20063,0.07479,-2.72162,-2.98444
-0.08633,1.90628,2.06464,-0.41451,-2.89890,-2.86715
-0.13787,2.19381,1.80465,-0.39529,-3.15033,-3.04190
-0.00062,2.16213,1.93101,-0.42862,-2.73000,-2.65006
0.44813,2.27628,2.05920,-0.55867,-2.95130,-2.66494
0.31678,2.48076,1.77419,-0.78137,-2.58679,-2.62515
0.65635,2.22167,1.31666,-0.88867,-3.04468,-2.74577
0.57194,2.02262,1.42336,-1.15692,-2.79068,-2.87562
0.64845,2.37449,1.28212,-0.91989,-2.85555,-2.54075
0.85708,2.30640,1.36936,-1.06001,-2.66188,-2.50670
1.01548,2.11104,1.24302,-1.14570,-2.89719,-2.58646
0.67682,1.90013,1.16689,-1.53995,-2.95815,-2.81815
0.96368,2.10608,0.88134,-1.96497,-2.84987,-2.69675
0.89482,2.07733,0.86802,-1.97505,-2.59241,-2.31194
1.39856,2.36111,1.30098,-1.74414,-2.74065,-2.19872
1.52657,2.38640,0.79717,-1.85392,-2.70368,-2.18771
1.33761,2.41620,0.63476,-2.01270,-2.79443,-2.38624
1.50347,2.22106,0.49170,-2.25190,-2.75694,-2.63823
1.73499,2.17122,0.60205,-2.10200,-2.27366,-2.36537
2.05362,2.37327,0.35666,-1.72178,-2.22721,-2.36389
1.90974,2.45273,0.35017,-1.97956,-2.11539,-2.35538
1.65857,2.09392,-0.01375,-1.77576,-2.30867,-2.58033
1.58560,1.52985,-0.16592,-2.21504,-2.35808,-2.64166
1.68195,1.58291,-0.06315,-2.02828,-2.55327,-2.79741
1.77369,1.66067,0.07637,-1.84107,-2.32660,-2.49835
1.88633,1.98817,-0.12547,-1.80784,-2.42205,-2.28912
1.84529,1.87709,-0.26839,-2.01123,-2.62811,-2.47234
1.70412,1.62319,-0.20803,-2.43499,-2.68302,-2.54461
1.71858,1.54936,-0.34561,-2.19194,-2.43406,-2.68671
1.80556,1.73294,-0.43470,-2.06757,-2.51198,-2.16969
1.98811,1.51789,-0.20410,-2.07747,-2.41939,-2.37590
2.09440,1.47981,-0.72860,-2.17000,-2.56509,-2.16735
1.93383,1.46686,-0.52379,-2.45078,-2.62130,-2.37797
1.83889,1.40595,-0.87519,-2.24016,-2.31515,-2.34078
1.87260,1.57430,-0.50090,-2.06398,-2.35448,-2.14954
2.00155,1.43720,-0.44680,-2.27804,-2.38810,-1.95427
1.92396,1.34179,-0.92468,-2.43756,-2.51106,-2.00080
1.77680,1.09116,-0.86905,-2.58781,-2.69068,-2.18988
1.59113,1.26782,-0.74437,-2.60784,-2.64460,-1.68706
2.19759,1.20823,-0.70157,-2.50509,-2.26848,-1.48152
2.32147,1.56725,-0.54547,-2.52165,-1.87422,-1.15489
2.18563,1.39007,-0.79592,-2.33367,-1.92038,-1.14271
2.01226,1.28221,-0.85220,-2.55215,-2.24369,-1.29783
2.02342,1.27705,-0.86088,-2.72484,-1.79183,-1.15624
2.62057,1.28110,-1.00652,-2.35822,-1.37727,-0.82522
2.74611,1.30022,-1.02136,-2.15637,-1.44908,-0.49053
2.82664,1.44694,-1.11326,-2.27685,-1.28305,-0.54245
